Re,Gamma,Tau,G,OuterLayerSize,InnerLayerSize,ProcessorSize,GlobalCellSize,UniformLocalCellSize,LastLocalCellSize,Width,CellWidth
20,0.5,0.5,0 0,1,0,1 1,220 41,220 41,220 41,2.2 0.41,0.01 0.01
